Date,Adj close,Close,High,Low,Open,Volume
2015-11-30,3506.449951171875,3506.449951171875,3524.0400390625,3471.47998046875,3486.169921875,40932600
2015-12-31,3287.97998046875,3287.97998046875,3313.31005859375,3285.75,3309.8798828125,22879000
2016-01-31,3045.090087890625,3045.090087890625,3045.090087890625,2989.47998046875,2989.47998046875,64531900
2016-02-29,2945.75,2945.75,2946.739990234375,2879.60009765625,2911.239990234375,49942300
2016-03-31,3004.929931640625,3004.929931640625,3038.72998046875,2998.699951171875,3038.72998046875,63099700
2016-04-30,3028.2099609375,3028.2099609375,3106.169921875,3028.2099609375,3106.169921875,66676200
2016-05-31,3063.47998046875,3063.47998046875,3097.9599609375,3056.8701171875,3090.550048828125,57613200
2016-06-30,2864.739990234375,2864.739990234375,2871.10009765625,2802.419921875,2825.56005859375,100828900
2016-07-31,2990.760009765625,2990.760009765625,2990.760009765625,2968.68994140625,2977.199951171875,69112500
2016-08-31,3023.1298828125,3023.1298828125,3049.39990234375,3022.389892578125,3027.030029296875,61976400
2016-09-30,3002.239990234375,3002.239990234375,3010.85009765625,2922.820068359375,2977.18994140625,67381500
2016-10-31,3055.25,3055.25,3074.570068359375,3050.0400390625,3074.570068359375,36940100
2016-11-30,3051.610107421875,3051.610107421875,3064.280029296875,3033.429931640625,3035.8701171875,57426800
2016-12-31,3290.52001953125,3290.52001953125,3290.52001953125,3260.830078125,3271.39990234375,26130900
2017-01-31,3230.679931640625,3230.679931640625,3282.449951171875,3230.679931640625,3263.8701171875,47246900
2017-02-28,3319.610107421875,3319.610107421875,3324.93994140625,3303.1201171875,3313.1298828125,42765600
2017-03-31,3500.929931640625,3500.929931640625,3500.929931640625,3466.85009765625,3480.10009765625,44829900
2017-04-30,3559.590087890625,3559.590087890625,3571.6298828125,3553.81005859375,3556.43994140625,47258900
2017-05-31,3554.590087890625,3554.590087890625,3587.47998046875,3552.330078125,3560.52001953125,61556900
2017-06-30,3441.8798828125,3441.8798828125,3489.669921875,3439.7900390625,3472.570068359375,49465600
2017-07-31,3449.360107421875,3449.360107421875,3479.469970703125,3447.8798828125,3464.85009765625,37575700
2017-08-31,3421.469970703125,3421.469970703125,3437.820068359375,3409.6201171875,3409.6201171875,34738100
2017-09-30,3594.85009765625,3594.85009765625,3594.85009765625,3560.72998046875,3563.610107421875,40061400
2017-10-31,3673.949951171875,3673.949951171875,3677.659912109375,3662.77001953125,3664.68994140625,30555100
2017-11-30,3569.929931640625,3569.929931640625,3614.60009765625,3569.929931640625,3593.530029296875,47792900
2017-12-31,3503.9599609375,3503.9599609375,3524.239990234375,3503.199951171875,3524.1201171875,26964700
2018-01-31,3609.2900390625,3609.2900390625,3620.93994140625,3600.360107421875,3605.699951171875,40629300
2018-02-28,3438.9599609375,3438.9599609375,3462.97998046875,3434.0400390625,3451.469970703125,39160500
2018-03-31,3361.5,3361.5,3379.3798828125,3333.25,3335.68994140625,38215200
2018-04-30,3536.52001953125,3536.52001953125,3538.169921875,3512.699951171875,3516.7099609375,35494300
2018-05-31,3406.64990234375,3406.64990234375,3455.14990234375,3391.010009765625,3445.070068359375,81586200
2018-06-30,3395.60009765625,3395.60009765625,3420.969970703125,3389.43994140625,3389.43994140625,42864900
2018-07-31,3525.489990234375,3525.489990234375,3536.8701171875,3509.10009765625,3512.030029296875,44518000
2018-08-31,3392.89990234375,3392.89990234375,3428.6298828125,3389.919921875,3428.6298828125,41525400
2018-09-30,3399.199951171875,3399.199951171875,3440.39990234375,3380.27001953125,3440.39990234375,67944900
2018-10-31,3197.510009765625,3197.510009765625,3210.2900390625,3160.02001953125,3160.02001953125,59777900
