Date,Adj close,Close,High,Low,Open,Volume
2014-01-02,5367.89990234375,5367.89990234375,5383.39990234375,5352.2001953125,5352.2001953125,279295800
2014-01-03,5350.10009765625,5350.10009765625,5367.89990234375,5325.7998046875,5367.89990234375,314718600
2014-01-06,5324.89990234375,5324.89990234375,5362.0,5317.39990234375,5350.10009765625,345323100
2014-01-07,5317.0,5317.0,5346.2998046875,5314.2998046875,5324.89990234375,499191400
2014-01-08,5316.0,5316.0,5353.0,5303.7001953125,5317.0,501838300
2014-01-09,5324.39990234375,5324.39990234375,5324.39990234375,5295.39990234375,5316.0,459116400
2014-01-10,5312.39990234375,5312.39990234375,5324.39990234375,5306.2998046875,5324.39990234375,470881200
2014-01-13,5292.10009765625,5292.10009765625,5318.0,5288.10009765625,5312.39990234375,394518800
2014-01-14,5212.0,5212.0,5292.10009765625,5207.5,5292.10009765625,604656400
2014-01-15,5245.39990234375,5245.39990234375,5256.10009765625,5212.0,5212.0,536087300
2014-01-16,5309.10009765625,5309.10009765625,5309.10009765625,5245.39990234375,5245.39990234375,612858300
2014-01-17,5305.89990234375,5305.89990234375,5319.2998046875,5283.89990234375,5309.10009765625,548867400
2014-01-20,5295.0,5295.0,5306.39990234375,5259.89990234375,5305.89990234375,0
2014-01-21,5331.5,5331.5,5331.5,5276.10009765625,5295.0,450256100
2014-01-22,5319.7998046875,5319.7998046875,5331.5,5285.39990234375,5331.5,496237000
2014-01-23,5263.0,5263.0,5320.60009765625,5252.7998046875,5319.7998046875,603622800
2014-01-24,5240.89990234375,5240.89990234375,5278.60009765625,5240.89990234375,5263.0,614734800
2014-01-28,5175.10009765625,5175.10009765625,5240.89990234375,5158.89990234375,5240.89990234375,715211000
2014-01-29,5229.0,5229.0,5229.0,5175.10009765625,5175.10009765625,606921800
2014-01-30,5188.10009765625,5188.10009765625,5229.10009765625,5161.5,5229.10009765625,654072200
2014-01-31,5190.0,5190.0,5196.7001953125,5169.89990234375,5188.10009765625,602911200
2014-02-03,5187.89990234375,5187.89990234375,5198.2998046875,5163.39990234375,5190.0,438428700
2014-02-04,5097.10009765625,5097.10009765625,5187.89990234375,5092.0,5187.89990234375,795704900
2014-02-05,5070.2998046875,5070.2998046875,5111.2998046875,5052.2001953125,5097.10009765625,671930900
2014-02-06,5131.39990234375,5131.39990234375,5131.39990234375,5070.2998046875,5070.2998046875,563186900
2014-02-07,5166.5,5166.5,5168.60009765625,5131.39990234375,5131.39990234375,662850400
2014-02-10,5222.10009765625,5222.10009765625,5222.10009765625,5166.5,5166.5,522475700
2014-02-11,5254.5,5254.5,5261.89990234375,5204.7998046875,5222.10009765625,496460700
2014-02-12,5310.10009765625,5310.10009765625,5310.10009765625,5254.5,5254.5,722016500
2014-02-13,5308.10009765625,5308.10009765625,5332.5,5303.39990234375,5309.7001953125,628083200
2014-02-14,5356.2998046875,5356.2998046875,5356.2998046875,5308.10009765625,5308.10009765625,598877100
2014-02-18,5392.7998046875,5392.7998046875,5396.60009765625,5379.7001953125,5382.89990234375,603902500
2014-02-19,5408.2001953125,5408.2001953125,5421.0,5394.2001953125,5395.5,805964000
2014-02-20,5412.2998046875,5412.2998046875,5441.5,5400.0,5408.2001953125,975732400
2014-02-21,5438.7001953125,5438.7001953125,5452.39990234375,5412.2998046875,5412.2998046875,756673200
2014-02-24,5440.2001953125,5440.2001953125,5455.5,5425.10009765625,5438.7001953125,745483200
2014-02-25,5433.7998046875,5433.7998046875,5461.7001953125,5427.2998046875,5440.2001953125,667759500
2014-02-26,5437.0,5437.0,5452.7001953125,5422.39990234375,5433.7998046875,723598800
2014-02-27,5411.39990234375,5411.39990234375,5437.0,5406.2001953125,5437.0,731139000
2014-02-28,5404.7998046875,5404.7998046875,5441.0,5401.60009765625,5411.39990234375,1005022500
2014-03-03,5384.2998046875,5384.2998046875,5404.7998046875,5340.2998046875,5404.7998046875,675589600
2014-03-04,5400.2001953125,5400.2001953125,5408.2001953125,5369.5,5382.7001953125,687294300
2014-03-05,5446.2001953125,5446.2001953125,5453.10009765625,5406.2001953125,5406.2001953125,830836600
2014-03-06,5445.89990234375,5445.89990234375,5446.2001953125,5422.7001953125,5446.2001953125,654488400
2014-03-07,5462.2998046875,5462.2998046875,5462.2998046875,5444.2998046875,5445.89990234375,596034100
2014-03-10,5411.5,5411.5,5462.2998046875,5409.5,5462.2998046875,608548800
2014-03-11,5413.7998046875,5413.7998046875,5433.39990234375,5404.39990234375,5411.39990234375,801106200
2014-03-12,5384.2001953125,5384.2001953125,5413.7998046875,5345.89990234375,5413.7998046875,702200200
2014-03-13,5412.60009765625,5412.60009765625,5425.5,5384.2001953125,5384.2001953125,653265800
2014-03-14,5329.39990234375,5329.39990234375,5412.60009765625,5329.39990234375,5412.60009765625,601098600
2014-03-17,5317.60009765625,5317.60009765625,5331.10009765625,5311.39990234375,5329.39990234375,580294700
2014-03-18,5344.60009765625,5344.60009765625,5362.2001953125,5317.60009765625,5317.60009765625,629180000
2014-03-19,5355.60009765625,5355.60009765625,5356.89990234375,5334.39990234375,5344.60009765625,0
2014-03-20,5294.0,5294.0,5355.60009765625,5288.5,5355.60009765625,1040611700
2014-03-21,5338.10009765625,5338.10009765625,5338.10009765625,5294.0,5294.0,1206543900
2014-03-24,5346.89990234375,5346.89990234375,5346.89990234375,5301.39990234375,5338.10009765625,561647600
2014-03-25,5336.60009765625,5336.60009765625,5346.89990234375,5310.7001953125,5346.89990234375,667344800
2014-03-26,5376.7998046875,5376.7998046875,5394.2001953125,5336.60009765625,5336.60009765625,701665500
2014-03-27,5350.10009765625,5350.10009765625,5376.7998046875,5322.2001953125,5376.7998046875,638887700
2014-03-28,5366.89990234375,5366.89990234375,5372.5,5342.7001953125,5350.10009765625,709931000
2014-03-31,5394.7998046875,5394.7998046875,5416.0,5366.89990234375,5366.89990234375,611515200
2014-04-01,5389.2001953125,5389.2001953125,5400.60009765625,5350.5,5394.7998046875,631791100
2014-04-02,5403.2998046875,5403.2998046875,5409.7998046875,5389.2001953125,5389.2001953125,614781900
2014-04-03,5409.89990234375,5409.89990234375,5419.2998046875,5403.2998046875,5403.2998046875,564013300
2014-04-04,5422.7998046875,5422.7998046875,5422.7998046875,5398.10009765625,5409.89990234375,483970700
2014-04-07,5413.7001953125,5413.7001953125,5422.7998046875,5391.2998046875,5422.7998046875,409277000
2014-04-08,5410.60009765625,5410.60009765625,5419.2001953125,5392.2998046875,5413.7001953125,480871800
2014-04-09,5463.7998046875,5463.7998046875,5477.39990234375,5410.60009765625,5410.60009765625,700599500
2014-04-10,5480.7998046875,5480.7998046875,5503.5,5463.7998046875,5463.7998046875,655655700
2014-04-11,5428.60009765625,5428.60009765625,5480.7998046875,5423.89990234375,5480.7998046875,565352600
2014-04-14,5358.89990234375,5358.89990234375,5428.60009765625,5358.89990234375,5428.60009765625,530090900
2014-04-15,5388.2001953125,5388.2001953125,5407.89990234375,5360.5,5360.5,512367100
2014-04-16,5420.2998046875,5420.2998046875,5424.7998046875,5386.7998046875,5388.2001953125,502673300
2014-04-17,5454.2001953125,5454.2001953125,5459.39990234375,5420.2998046875,5420.2998046875,532703200
2014-04-22,5479.2998046875,5479.2998046875,5482.7001953125,5452.39990234375,5454.2001953125,413499100
2014-04-23,5517.7998046875,5517.7998046875,5521.39990234375,5479.2998046875,5479.2998046875,486651400
2014-04-24,5531.0,5531.0,5537.7998046875,5517.7998046875,5517.7998046875,610749400
2014-04-28,5536.10009765625,5536.10009765625,5548.39990234375,5518.7998046875,5531.0,542964500
2014-04-29,5486.60009765625,5486.60009765625,5554.5,5469.2998046875,5536.10009765625,674160400
2014-04-30,5489.10009765625,5489.10009765625,5507.60009765625,5463.60009765625,5486.60009765625,630030900
2014-05-01,5448.7998046875,5448.7998046875,5500.7001953125,5439.2998046875,5489.10009765625,532032100
2014-05-02,5458.10009765625,5458.10009765625,5458.7001953125,5430.39990234375,5448.7998046875,533780800
2014-05-05,5462.2001953125,5462.2001953125,5486.39990234375,5442.5,5464.10009765625,435416400
2014-05-06,5481.39990234375,5481.39990234375,5493.0,5462.2001953125,5462.2001953125,418272900
2014-05-07,5435.7998046875,5435.7998046875,5481.39990234375,5417.39990234375,5481.39990234375,577690000
2014-05-08,5476.7998046875,5476.7998046875,5484.10009765625,5435.7998046875,5435.7998046875,552612200
2014-05-09,5460.7998046875,5460.7998046875,5476.7998046875,5431.5,5476.7998046875,515920400
2014-05-12,5448.39990234375,5448.39990234375,5480.7998046875,5432.0,5460.7998046875,434238000
