Date,Adj close,Close,High,Low,Open,Volume
2014-01-03,3074.429931640625,3074.429931640625,3080.35009765625,3055.1298828125,3064.949951171875,32028200
2014-01-06,3069.159912109375,3069.159912109375,3087.64990234375,3065.2900390625,3070.139892578125,35187900
2014-01-07,3110.9599609375,3110.9599609375,3113.030029296875,3064.830078125,3071.010009765625,72481400
2014-01-08,3110.659912109375,3110.659912109375,3121.2099609375,3100.530029296875,3113.969970703125,73565600
2014-01-09,3090.260009765625,3090.260009765625,3131.179931640625,3082.080078125,3110.85009765625,65928700
2014-01-10,3104.14990234375,3104.14990234375,3122.550048828125,3092.97998046875,3097.719970703125,52885800
2014-01-13,3111.93994140625,3111.93994140625,3117.06005859375,3101.3798828125,3112.860107421875,45004600
2014-01-14,3119.530029296875,3119.530029296875,3119.530029296875,3072.860107421875,3093.81005859375,47994900
2014-01-15,3168.760009765625,3168.760009765625,3168.760009765625,3123.580078125,3123.580078125,63666500
2014-01-16,3150.199951171875,3150.199951171875,3170.030029296875,3146.97998046875,3169.090087890625,57483500
2014-01-17,3154.10009765625,3154.10009765625,3167.429931640625,3141.820068359375,3150.699951171875,59987000
2014-01-20,3153.169921875,3153.169921875,3155.93994140625,3138.280029296875,3152.239990234375,32779500
2014-01-21,3153.080078125,3153.080078125,3176.989990234375,3149.179931640625,3159.219970703125,44476800
2014-01-22,3151.27001953125,3151.27001953125,3171.260009765625,3138.89990234375,3159.97998046875,59355000
2014-01-23,3117.080078125,3117.080078125,3160.159912109375,3107.699951171875,3147.7900390625,58275900
2014-01-24,3028.199951171875,3028.199951171875,3123.550048828125,3023.7099609375,3115.949951171875,98144400
2014-01-27,3014.6201171875,3014.6201171875,3041.18994140625,3006.739990234375,3032.14990234375,74043000
2014-01-28,3038.60009765625,3038.60009765625,3047.75,3017.820068359375,3024.800048828125,61715000
2014-01-29,3011.449951171875,3011.449951171875,3076.9599609375,2974.25,3054.639892578125,76884400
2014-01-30,3027.300048828125,3027.300048828125,3041.050048828125,2985.699951171875,3011.31005859375,56749600
2014-01-31,3013.9599609375,3013.9599609375,3026.840087890625,2963.22998046875,3023.860107421875,73848400
2014-02-03,2963.9599609375,2963.9599609375,3026.89990234375,2961.340087890625,3012.25,70327400
2014-02-04,2962.489990234375,2962.489990234375,2976.1201171875,2944.1298828125,2957.719970703125,67658600
2014-02-05,2962.510009765625,2962.510009765625,2976.360107421875,2947.6201171875,2956.110107421875,60303500
2014-02-06,3010.7900390625,3010.7900390625,3017.85009765625,2965.7099609375,2968.6298828125,80264500
2014-02-07,3038.489990234375,3038.489990234375,3039.97998046875,2996.260009765625,3013.6298828125,63696000
2014-02-10,3032.530029296875,3032.530029296875,3049.9599609375,3026.669921875,3049.35009765625,41393900
2014-02-11,3077.080078125,3077.080078125,3077.080078125,3039.080078125,3039.080078125,45113600
2014-02-12,3094.889892578125,3094.889892578125,3109.260009765625,3081.739990234375,3084.260009765625,54123200
2014-02-13,3097.949951171875,3097.949951171875,3099.360107421875,3063.159912109375,3088.580078125,52555400
2014-02-14,3119.06005859375,3119.06005859375,3123.659912109375,3094.419921875,3100.800048828125,53910900
2014-02-18,3117.43994140625,3117.43994140625,3124.830078125,3096.27001953125,3122.360107421875,45122400
