Date,Adj close,Close,High,Low,Open,Volume
2014-01-02,6717.89990234375,6717.89990234375,6759.39990234375,6707.5,6749.10009765625,459529100
2014-01-03,6730.7001953125,6730.7001953125,6747.2998046875,6699.2998046875,6717.89990234375,374841500
2014-01-06,6730.7001953125,6730.7001953125,6752.0,6714.60009765625,6730.7001953125,524387000
2014-01-07,6755.5,6755.5,6768.89990234375,6718.10009765625,6730.7001953125,672375600
2014-01-08,6721.7998046875,6721.7998046875,6755.5,6713.39990234375,6755.5,720025300
2014-01-09,6691.2998046875,6691.2998046875,6746.39990234375,6679.2998046875,6721.7998046875,782896500
2014-01-10,6739.89990234375,6739.89990234375,6769.89990234375,6691.2998046875,6691.2998046875,811611800
2014-01-13,6757.2001953125,6757.2001953125,6765.60009765625,6731.0,6739.89990234375,598026900
2014-01-14,6766.89990234375,6766.89990234375,6772.60009765625,6694.10009765625,6757.2001953125,568346600
2014-01-15,6819.89990234375,6819.89990234375,6825.2001953125,6766.89990234375,6766.89990234375,693715800
2014-01-16,6815.39990234375,6815.39990234375,6831.7001953125,6811.2001953125,6819.89990234375,714152700
2014-01-17,6829.2998046875,6829.2998046875,6840.5,6800.0,6815.39990234375,999744600
2014-01-20,6836.7001953125,6836.7001953125,6837.5,6810.60009765625,6829.2998046875,424810700
2014-01-21,6834.2998046875,6834.2998046875,6867.39990234375,6822.2998046875,6836.7001953125,618281400
2014-01-22,6826.2998046875,6826.2998046875,6864.89990234375,6821.7998046875,6834.2998046875,548735700
2014-01-23,6773.2998046875,6773.2998046875,6837.2001953125,6760.60009765625,6826.2998046875,668664300
2014-01-24,6663.7001953125,6663.7001953125,6784.39990234375,6654.89990234375,6773.2998046875,844748200
2014-01-27,6550.7001953125,6550.7001953125,6665.39990234375,6539.2998046875,6663.7001953125,985294600
2014-01-28,6572.2998046875,6572.2998046875,6590.7001953125,6550.7001953125,6550.7001953125,675704400
2014-01-29,6544.2998046875,6544.2998046875,6645.2001953125,6482.7001953125,6572.2998046875,990211400
2014-01-30,6538.5,6538.5,6573.89990234375,6503.2998046875,6544.2998046875,755894300
2014-01-31,6510.39990234375,6510.39990234375,6548.5,6421.2998046875,6538.5,751205000
2014-02-03,6465.7001953125,6465.7001953125,6538.2998046875,6460.0,6510.39990234375,829888700
2014-02-04,6449.2998046875,6449.2998046875,6478.2001953125,6416.7001953125,6465.7001953125,922887700
2014-02-05,6457.89990234375,6457.89990234375,6483.7001953125,6423.7998046875,6449.2998046875,810173800
2014-02-06,6558.2998046875,6558.2998046875,6566.0,6457.89990234375,6457.89990234375,815148900
