Date,Adj close,Close,High,Low,Open,Volume
2013-01-06,6089.7998046875,6089.7998046875,6089.7998046875,6038.0,6047.2998046875,548929200
2013-01-13,6121.60009765625,6121.60009765625,6121.60009765625,6095.10009765625,6101.5,685724400
2013-01-20,6154.39990234375,6154.39990234375,6172.5,6131.89990234375,6132.39990234375,713504600
2013-01-27,6284.5,6284.5,6284.5,6247.2998046875,6264.89990234375,585517400
2013-02-03,6347.2001953125,6347.2001953125,6354.0,6275.5,6276.89990234375,686175200
2013-02-10,6263.89990234375,6263.89990234375,6278.10009765625,6228.39990234375,6228.39990234375,589359300
2013-02-17,6328.2998046875,6328.2998046875,6352.2001953125,6309.7998046875,6327.39990234375,636564400
2013-02-24,6335.7001953125,6335.7001953125,6347.2998046875,6291.5,6291.5,702828200
2013-03-03,6378.60009765625,6378.60009765625,6391.7001953125,6308.60009765625,6360.7998046875,1106390100
2013-03-10,6483.60009765625,6483.60009765625,6489.5,6439.2001953125,6439.2001953125,844774800
2013-03-17,6489.7001953125,6489.7001953125,6533.7998046875,6470.10009765625,6529.39990234375,1262249400
2013-03-24,6392.7998046875,6392.7998046875,6426.5,6374.5,6388.60009765625,768806500
2013-03-31,6411.7001953125,6411.7001953125,6447.89990234375,6382.0,6387.60009765625,731507000
2013-04-07,6249.7998046875,6249.7998046875,6346.7998046875,6214.39990234375,6344.10009765625,668684100
2013-04-14,6384.39990234375,6384.39990234375,6416.10009765625,6368.2001953125,6416.10009765625,521445800
2013-04-21,6286.60009765625,6286.60009765625,6288.7001953125,6243.7001953125,6243.7001953125,694202900
2013-04-28,6426.39990234375,6426.39990234375,6442.60009765625,6399.39990234375,6442.60009765625,560270500
2013-05-05,6521.5,6521.5,6541.7001953125,6451.5,6460.7001953125,768857600
2013-05-12,6625.0,6625.0,6637.7998046875,6591.60009765625,6592.7001953125,807522700
2013-05-19,6723.10009765625,6723.10009765625,6726.89990234375,6669.89990234375,6687.7998046875,855145300
2013-05-26,6654.2998046875,6654.2998046875,6720.10009765625,6640.10009765625,6696.7998046875,787892200
2013-06-02,6583.10009765625,6583.10009765625,6657.10009765625,6577.7998046875,6657.0,1182587300
2013-06-09,6412.0,6412.0,6421.39990234375,6313.60009765625,6336.10009765625,786639400
2013-06-16,6308.2998046875,6308.2998046875,6343.5,6290.60009765625,6304.60009765625,734161700
2013-06-23,6116.2001953125,6116.2001953125,6244.2001953125,6116.2001953125,6159.5,1508289800
2013-06-30,6215.5,6215.5,6268.7998046875,6207.7001953125,6243.39990234375,920725800
2013-07-07,6375.5,6375.5,6498.60009765625,6364.39990234375,6421.7001953125,725870000
2013-07-14,6544.89990234375,6544.89990234375,6583.89990234375,6540.2001953125,6543.39990234375,595530200
2013-07-21,6630.7001953125,6630.7001953125,6635.2001953125,6592.10009765625,6634.39990234375,756017500
2013-07-28,6554.7998046875,6554.7998046875,6629.89990234375,6535.2001953125,6588.0,455317800
2013-08-04,6647.89990234375,6647.89990234375,6696.60009765625,6623.89990234375,6682.0,660354400
2013-08-11,6583.39990234375,6583.39990234375,6601.2001953125,6529.5,6529.7001953125,632934600
2013-08-18,6500.0,6500.0,6502.2998046875,6461.2998046875,6483.2998046875,637579900
2013-08-25,6492.10009765625,6492.10009765625,6516.7001953125,6422.39990234375,6446.89990234375,485422600
2013-09-01,6412.89990234375,6412.89990234375,6502.2001953125,6409.60009765625,6483.10009765625,797043300
2013-09-08,6547.2998046875,6547.2998046875,6568.2001953125,6492.5,6532.39990234375,606304300
2013-09-15,6583.7998046875,6583.7998046875,6589.0,6561.7998046875,6589.0,495637800
2013-09-22,6596.39990234375,6596.39990234375,6629.89990234375,6594.2001953125,6625.39990234375,1534434000
2013-09-29,6512.7001953125,6512.7001953125,6568.89990234375,6487.2998046875,6565.60009765625,556754000
